# cell id, centroid x, centroid y, centroid z, region, subregion, field
33926, 1458347.27, 4924907.98, 0.00, 0, 421, 703.701056
33927, 1458295.13, 4924314.66, 0.00, 0, 421, 791.619266
33928, 1458284.68, 4924674.01, 0.00, 0, 421, 752.585867
33929, 1458307.02, 4924611.34, 0.00, 0, 421, 889.024538
33930, 1458185.80, 4924542.90, 0.00, 1, 159, 727.549929
33931, 1458362.98, 4924600.57, 0.00, 0, 421, 791.774590
33932, 1458247.86, 4924535.88, 0.00, 1, 159, 842.334807
33933, 1458286.61, 4924886.90, 0.00, 0, 421, 772.967254
33934, 1458125.98, 4924631.13, 0.00, 1, 159, 919.976053
33935, 1458158.17, 4924891.14, 0.00, 0, 421, 687.430554
33936, 1458195.60, 4924775.19, 0.00, 0, 421, 789.709287
33937, 1458022.49, 4925064.38, 0.00, 0, 421, 711.358362
33938, 1457684.78, 4924996.94, 0.00, 1, 159, 815.008668
33939, 1458150.67, 4924823.80, 0.00, 0, 421, 670.336384
33940, 1458078.59, 4924754.23, 0.00, 0, 421, 703.606793
33941, 1457940.50, 4924973.72, 0.00, 0, 421, 742.361724
33942, 1458088.56, 4924823.51, 0.00, 0, 421, 769.142209
33943, 1458217.39, 4924662.77, 0.00, 0, 421, 790.284378
33944, 1458185.90, 4924716.37, 0.00, 0, 421, 843.906461
33945, 1452572.51, 4922816.00, 0.00, 0, 415, 864.959752
33946, 1452659.16, 4922986.37, 0.00, 0, 415, 682.029745
33947, 1452386.25, 4922790.15, 0.00, 0, 415, 704.318043
33948, 1452335.31, 4922839.58, 0.00, 0, 415, 745.266998
33949, 1452351.33, 4922906.88, 0.00, 0, 415, 705.679793
33950, 1452230.21, 4922886.25, 0.00, 0, 415, 610.078068
33951, 1449512.45, 4921425.23, 0.00, 1, 163, 957.472474
33952, 1449504.82, 4921210.03, 0.00, 1, 163, 729.306367
33953, 1449329.64, 4921442.04, 0.00, 1, 163, 797.754388
33954, 1449473.70, 4921287.91, 0.00, 1, 163, 794.311256
33955, 1449210.70, 4921303.26, 0.00, 1, 163, 916.937309
33956, 1449386.25, 4921332.70, 0.00, 1, 163, 883.823545
33957, 1449334.75, 4921038.33, 0.00, 1, 163, 944.691033
33958, 1449316.63, 4921207.48, 0.00, 1, 163, 880.571918
33959, 1449478.26, 4921151.44, 0.00, 1, 163, 800.096424
33960, 1449525.61, 4921026.38, 0.00, 1, 163, 798.031556
33961, 1449413.83, 4921282.13, 0.00, 1, 163, 933.367124
33962, 1449322.75, 4921287.39, 0.00, 1, 163, 870.063714
33963, 1449696.54, 4921177.67, 0.00, 1, 163, 853.211035
33964, 1449613.92, 4921253.77, 0.00, 1, 163, 783.637147
33965, 1449397.19, 4921080.54, 0.00, 1, 163, 851.856537
33966, 1449336.82, 4920912.72, 0.00, 1, 163, 899.079456
33967, 1449480.32, 4920594.53, 0.00, 1, 163, 735.859591
33968, 1449985.80, 4920816.02, 0.00, 0, 415, 806.422129
33969, 1449401.69, 4921143.40, 0.00, 1, 163, 787.688570
33970, 1449505.72, 4920914.26, 0.00, 1, 163, 768.640288
33971, 1449540.05, 4921087.87, 0.00, 1, 163, 856.885110
33972, 1449814.06, 4921033.95, 0.00, 1, 163, 903.202372
33973, 1449639.47, 4920919.70, 0.00, 1, 163, 811.215205
33974, 1449767.87, 4920807.65, 0.00, 0, 415, 771.093442
33975, 1449368.39, 4921196.21, 0.00, 1, 163, 819.517685
33976, 1449459.31, 4921027.09, 0.00, 1, 163, 750.687785
33977, 1449203.72, 4921172.98, 0.00, 1, 163, 776.041879
33978, 1449265.32, 4921061.73, 0.00, 1, 163, 859.316536
33979, 1449445.08, 4920960.93, 0.00, 1, 163, 859.934587
33980, 1449571.08, 4920949.20, 0.00, 1, 163, 853.588247
33981, 1449364.86, 4920969.16, 0.00, 1, 163, 959.242500
33982, 1449367.39, 4920833.98, 0.00, 1, 163, 893.914994
33983, 1449265.35, 4921147.56, 0.00, 1, 163, 756.288435
33984, 1449191.82, 4921006.07, 0.00, 1, 163, 810.508782
33985, 1449068.26, 4921133.37, 0.00, 1, 163, 912.070308
33986, 1449007.32, 4921010.77, 0.00, 1, 163, 820.308345
33987, 1449028.65, 4920822.95, 0.00, 1, 163, 859.221838
33988, 1449135.02, 4920887.74, 0.00, 1, 163, 658.627101
33989, 1449070.63, 4920914.31, 0.00, 1, 163, 778.423424
33990, 1449480.64, 4920672.94, 0.00, 1, 163, 835.540975
33991, 1448830.04, 4920648.62, 0.00, 1, 163, 931.686930
33992, 1449187.61, 4920538.89, 0.00, 1, 163, 671.648088
33993, 1449021.71, 4920890.26, 0.00, 1, 163, 842.467758
33994, 1449177.87, 4920720.69, 0.00, 1, 163, 757.887150
33995, 1448882.51, 4920979.13, 0.00, 1, 163, 700.373768
33996, 1448818.72, 4920874.27, 0.00, 1, 163, 769.653485
33997, 1448771.49, 4920815.23, 0.00, 1, 163, 873.366576
33998, 1448924.00, 4920937.67, 0.00, 1, 163, 670.509152
33999, 1449122.06, 4921030.29, 0.00, 1, 163, 819.067997
34000, 1449133.93, 4921111.37, 0.00, 1, 163, 769.147202
34001, 1449057.90, 4920985.84, 0.00, 1, 163, 789.129464
34002, 1448972.75, 4920952.06, 0.00, 1, 163, 820.213065
34003, 1448969.07, 4920800.02, 0.00, 1, 163, 866.636141
34004, 1448881.81, 4920867.11, 0.00, 1, 163, 820.990824
34005, 1448856.20, 4920764.47, 0.00, 1, 163, 864.641174
34006, 1448900.27, 4920820.63, 0.00, 1, 163, 610.009422
34007, 1450278.31, 4920941.64, 0.00, 0, 415, 648.189152
34008, 1450248.49, 4920818.37, 0.00, 0, 415, 779.377199
34009, 1450703.37, 4920697.34, 0.00, 0, 415, 646.784971
34010, 1450618.49, 4920759.21, 0.00, 0, 415, 941.994958
34011, 1450476.32, 4920788.67, 0.00, 0, 415, 779.834951
34012, 1450531.61, 4920836.74, 0.00, 0, 415, 683.319925
34013, 1450480.82, 4920726.72, 0.00, 0, 415, 753.994427
34014, 1450437.12, 4920613.66, 0.00, 0, 415, 610.099478
34015, 1450769.15, 4920623.09, 0.00, 0, 415, 749.548204
34016, 1450766.57, 4920781.27, 0.00, 0, 415, 835.995999
34017, 1450835.70, 4920712.50, 0.00, 0, 415, 700.171700
34018, 1450991.30, 4920760.34, 0.00, 0, 415, 655.157596
34019, 1450688.41, 4920431.61, 0.00, 0, 415, 615.928940
34020, 1451430.95, 4920744.58, 0.00, 0, 415, 788.359585
34021, 1451022.86, 4920953.20, 0.00, 0, 415, 748.789098
34022, 1451154.24, 4921011.14, 0.00, 0, 415, 745.357996
34023, 1450999.20, 4920881.75, 0.00, 0, 415, 703.321211
34024, 1451069.14, 4920844.34, 0.00, 0, 415, 661.440225
34025, 1450926.58, 4920850.19, 0.00, 0, 415, 665.491158
34026, 1450915.73, 4920788.73, 0.00, 0, 415, 716.010442
34027, 1451142.31, 4920748.90, 0.00, 0, 415, 654.664976
34028, 1451208.86, 4920873.33, 0.00, 0, 415, 751.106618
34029, 1451010.21, 4920660.38, 0.00, 0, 415, 614.933137
34030, 1450631.01, 4920469.05, 0.00, 0, 415, 785.164625
34031, 1451219.67, 4920754.44, 0.00, 0, 415, 694.506305
34032, 1451250.96, 4920806.24, 0.00, 0, 415, 782.911283
34033, 1451092.79, 4920636.47, 0.00, 0, 415, 713.296446
34034, 1451261.57, 4920689.50, 0.00, 0, 415, 773.978550
34035, 1451333.46, 4920674.98, 0.00, 0, 415, 762.656269
34036, 1451456.98, 4920812.68, 0.00, 0, 415, 809.146027
34037, 1451308.14, 4920553.24, 0.00, 0, 415, 852.758418
34038, 1451486.04, 4920630.11, 0.00, 0, 415, 897.890582
34039, 1450844.69, 4920764.44, 0.00, 0, 415, 726.286187
34040, 1450970.06, 4920708.37, 0.00, 0, 415, 608.100681
34041, 1452438.02, 4921233.81, 0.00, 0, 415, 814.029705
34042, 1454139.94, 4921318.40, 0.00, 0, 415, 738.781362
34043, 1452398.06, 4921597.48, 0.00, 0, 415, 875.125424
34044, 1452452.95, 4921801.31, 0.00, 0, 415, 842.483268
34045, 1452186.79, 4921712.67, 0.00, 0, 415, 705.872935
34046, 1452363.85, 4921703.07, 0.00, 0, 415, 651.497108
34047, 1452426.63, 4921490.60, 0.00, 0, 415, 763.700584
34048, 1452577.69, 4921577.72, 0.00, 0, 415, 830.837806
34049, 1451359.90, 4920867.74, 0.00, 0, 415, 748.558665
34050, 1451524.07, 4920796.88, 0.00, 0, 415, 765.041368
34051, 1451368.38, 4920738.76, 0.00, 0, 415, 849.525442
34052, 1451426.52, 4920869.52, 0.00, 0, 415, 760.256221
34053, 1453461.69, 4921995.61, 0.00, 1, 159, 902.291648
34054, 1453188.17, 4922121.89, 0.00, 1, 159, 795.988130
34055, 1453207.08, 4922254.80, 0.00, 1, 159, 862.850950
34056, 1453020.89, 4922227.92, 0.00, 1, 159, 691.349255
34057, 1453344.18, 4922302.81, 0.00, 1, 159, 861.741395
34058, 1453364.38, 4922412.23, 0.00, 1, 159, 1040.810610
34059, 1453233.26, 4922187.44, 0.00, 1, 159, 790.904329
34060, 1453238.89, 4922552.01, 0.00, 1, 159, 755.253326
34061, 1453069.63, 4922366.53, 0.00, 1, 159, 871.165951
34062, 1453247.18, 4922392.14, 0.00, 1, 159, 844.465038
34063, 1453313.45, 4922179.68, 0.00, 1, 159, 853.314141
34064, 1453266.39, 4922314.89, 0.00, 1, 159, 888.027623
34065, 1453332.99, 4921863.26, 0.00, 1, 159, 838.152112
34066, 1453438.41, 4922217.59, 0.00, 1, 159, 828.702699
34067, 1453041.20, 4921893.14, 0.00, 0, 415, 696.350728
34068, 1453552.01, 4921604.11, 0.00, 1, 159, 648.088305
34069, 1453492.39, 4922268.64, 0.00, 1, 159, 808.248035
34070, 1453479.05, 4922385.76, 0.00, 1, 159, 825.868575
34071, 1453355.92, 4921994.63, 0.00, 1, 159, 801.734037
34072, 1454236.83, 4921901.84, 0.00, 1, 159, 808.438525
34073, 1453698.79, 4922305.72, 0.00, 1, 159, 884.712397
34074, 1453679.70, 4922520.09, 0.00, 1, 159, 834.932611
34075, 1453335.09, 4922120.19, 0.00, 1, 159, 850.587991
34076, 1453549.27, 4922051.49, 0.00, 1, 159, 807.930144
34077, 1453652.22, 4922469.11, 0.00, 1, 159, 786.244359
34078, 1453525.63, 4922508.29, 0.00, 1, 159, 908.936767
34079, 1453620.28, 4922250.47, 0.00, 1, 159, 810.376487
34080, 1453554.62, 4922394.53, 0.00, 1, 159, 791.884914
34081, 1453610.84, 4922347.21, 0.00, 1, 159, 928.632516
34082, 1454003.85, 4922404.65, 0.00, 1, 159, 798.837953
34083, 1453461.29, 4922330.71, 0.00, 1, 159, 855.173413
34084, 1453445.45, 4922491.98, 0.00, 1, 159, 961.083728
34085, 1453882.93, 4922523.88, 0.00, 1, 159, 945.108334
34086, 1453926.77, 4922321.59, 0.00, 1, 159, 761.906127
34087, 1453860.88, 4922235.76, 0.00, 1, 159, 888.747275
34088, 1454171.17, 4922224.34, 0.00, 1, 159, 873.120372
34089, 1454131.35, 4922351.67, 0.00, 1, 159, 763.908122
34090, 1454067.20, 4922234.86, 0.00, 1, 159, 966.658537
34091, 1453936.52, 4922373.70, 0.00, 1, 159, 895.461704
34092, 1454048.34, 4922294.71, 0.00, 1, 159, 716.826395
34093, 1453205.59, 4921988.20, 0.00, 1, 159, 979.866632
34094, 1453098.65, 4921844.60, 0.00, 1, 159, 802.231526
34095, 1453511.08, 4922126.57, 0.00, 1, 159, 741.777023
34096, 1453589.34, 4922184.96, 0.00, 1, 159, 768.007352
34097, 1453404.35, 4922101.41, 0.00, 1, 159, 904.721799
34098, 1453374.65, 4921919.66, 0.00, 1, 159, 734.614172
34099, 1453290.88, 4922071.18, 0.00, 1, 159, 951.458026
34100, 1453411.08, 4922039.83, 0.00, 1, 159, 824.060989
34101, 1453158.10, 4921956.48, 0.00, 1, 159, 705.582962
34102, 1453304.98, 4922007.20, 0.00, 1, 159, 845.648818
34103, 1453566.37, 4922276.37, 0.00, 1, 159, 718.676382
34104, 1453753.05, 4922288.47, 0.00, 1, 159, 817.212038
34105, 1453804.77, 4922390.13, 0.00, 1, 159, 916.740611
34106, 1453676.43, 4922361.19, 0.00, 1, 159, 893.693274
34107, 1453870.97, 4922410.21, 0.00, 1, 159, 966.584773
34108, 1453799.24, 4922533.35, 0.00, 1, 159, 741.817053
34109, 1453817.06, 4922639.89, 0.00, 1, 159, 815.411518
34110, 1453650.56, 4922584.61, 0.00, 1, 159, 861.906822
34111, 1453719.87, 4921747.67, 0.00, 1, 159, 844.516647
34112, 1453911.76, 4922207.12, 0.00, 1, 159, 942.399475
34113, 1453371.65, 4922561.51, 0.00, 1, 159, 808.545115
34114, 1453570.73, 4922465.32, 0.00, 1, 159, 1023.571190
34115, 1453701.70, 4922412.31, 0.00, 1, 159, 843.967549
34116, 1453752.79, 4922496.57, 0.00, 1, 159, 929.349740
34117, 1453534.20, 4921991.90, 0.00, 1, 159, 780.145973
34118, 1453632.46, 4922150.47, 0.00, 1, 159, 717.775553
34119, 1471375.98, 4935059.51, 0.00, 3, 53, 1237.190720
34120, 1471253.44, 4935060.29, 0.00, 3, 53, 1613.919870
34121, 1471100.39, 4935050.78, 0.00, 3, 53, 1667.597110
34122, 1471236.18, 4935005.66, 0.00, 3, 53, 1365.459930
34123, 1471023.42, 4935130.13, 0.00, 3, 53, 1692.166660
34124, 1470832.28, 4935167.55, 0.00, 3, 53, 1724.289380
34125, 1471138.79, 4935008.27, 0.00, 3, 53, 1452.199480
34126, 1471054.26, 4934874.10, 0.00, 3, 53, 1328.041600
34127, 1471019.41, 4934740.41, 0.00, 3, 53, 1704.552780
34128, 1470577.57, 4934611.53, 0.00, 3, 53, 1782.238920
34129, 1470624.01, 4934504.96, 0.00, 3, 53, 1746.006000
34130, 1470747.24, 4934727.47, 0.00, 3, 53, 2074.294470
34131, 1470653.16, 4934372.72, 0.00, 3, 53, 1938.321740
34132, 1471039.53, 4934659.54, 0.00, 3, 53, 1556.184350
34133, 1470859.90, 4934765.14, 0.00, 3, 53, 1944.911330
34134, 1470958.82, 4934994.61, 0.00, 3, 53, 1523.268160
34135, 1470627.12, 4934570.18, 0.00, 3, 53, 1730.726460
34136, 1470685.93, 4934476.08, 0.00, 3, 53, 2052.323210
34137, 1471081.96, 4934276.18, 0.00, 3, 53, 1947.263170
34138, 1470947.76, 4934462.44, 0.00, 3, 53, 1582.536160
34139, 1470826.56, 4934590.36, 0.00, 3, 53, 1748.765010
34140, 1470842.53, 4934524.02, 0.00, 3, 53, 2244.004940
34141, 1470514.56, 4934746.63, 0.00, 3, 53, 1882.832680
34142, 1470610.49, 4934678.34, 0.00, 3, 53, 1933.695820
34143, 1470706.76, 4934681.50, 0.00, 3, 53, 1913.350090
34144, 1470639.81, 4934784.29, 0.00, 3, 53, 1744.128160
34145, 1470588.79, 4934396.98, 0.00, 3, 53, 2182.759080
34146, 1470866.96, 4934333.69, 0.00, 3, 53, 1517.047490
34147, 1471068.50, 4934815.95, 0.00, 3, 53, 1379.073200
34148, 1470929.82, 4934646.02, 0.00, 3, 53, 2127.639010
34149, 1470907.03, 4934140.89, 0.00, 3, 53, 2166.167870
34150, 1471060.21, 4934511.65, 0.00, 3, 53, 1850.537590
34151, 1470699.44, 4934407.94, 0.00, 3, 53, 1891.342470
34152, 1470797.32, 4934433.62, 0.00, 3, 53, 2083.167290
34153, 1470785.53, 4934485.18, 0.00, 3, 53, 1927.385050
34154, 1470851.18, 4934405.51, 0.00, 3, 53, 1424.181540
34155, 1470918.92, 4934514.71, 0.00, 3, 53, 1907.285910
34156, 1471038.44, 4934456.07, 0.00, 3, 53, 1671.498450
34157, 1472000.92, 4934913.08, 0.00, 3, 53, 1716.675480
34158, 1472107.20, 4934734.78, 0.00, 2, 308, 1349.341620
34159, 1471888.04, 4934868.54, 0.00, 3, 53, 1664.689430
34160, 1472072.22, 4934627.74, 0.00, 3, 53, 1608.242510
34161, 1472038.14, 4934780.62, 0.00, 3, 53, 1685.768190
34162, 1471873.22, 4934623.30, 0.00, 3, 53, 1587.311360
34163, 1471813.27, 4934923.02, 0.00, 3, 53, 1601.508180
34164, 1471787.31, 4934792.95, 0.00, 3, 53, 1667.624790
34165, 1471650.02, 4934780.23, 0.00, 3, 53, 1405.480940
34166, 1471294.63, 4934569.32, 0.00, 3, 53, 1772.397540
34167, 1471979.66, 4934742.55, 0.00, 3, 53, 1554.854120
34168, 1471909.41, 4934784.17, 0.00, 3, 53, 1478.185070
34169, 1471725.26, 4934763.45, 0.00, 3, 53, 1694.182450
34170, 1471852.38, 4934695.50, 0.00, 3, 53, 1701.551670
34171, 1457478.89, 4926249.25, 0.00, 1, 159, 909.516666
34172, 1457609.32, 4926237.62, 0.00, 1, 159, 835.419369
34173, 1459611.56, 4926300.29, 0.00, 0, 421, 893.259659
34174, 1460604.43, 4926555.19, 0.00, 0, 421, 686.217576
34175, 1459647.99, 4926592.43, 0.00, 0, 421, 718.380200
34176, 1459788.58, 4926740.01, 0.00, 1, 159, 913.541046
34177, 1459594.76, 4926548.27, 0.00, 0, 421, 888.819217
34178, 1459769.53, 4926612.40, 0.00, 0, 421, 569.626635
34179, 1459491.80, 4926446.47, 0.00, 0, 421, 714.206797
34180, 1459724.76, 4926500.21, 0.00, 0, 421, 713.803351
34181, 1459893.36, 4926535.84, 0.00, 1, 159, 709.916891
34182, 1459825.54, 4926596.39, 0.00, 0, 421, 673.397477
34183, 1459602.84, 4925422.53, 0.00, 0, 421, 504.830206
34184, 1460040.52, 4925799.86, 0.00, 0, 421, 656.592705
34185, 1459561.51, 4926416.31, 0.00, 0, 421, 696.928598
34186, 1459826.65, 4926378.98, 0.00, 0, 421, 702.038127
34187, 1459932.99, 4926450.15, 0.00, 0, 421, 774.884357
34188, 1459787.46, 4926481.85, 0.00, 0, 421, 653.862396
34189, 1460325.41, 4926303.34, 0.00, 0, 421, 687.318695
34190, 1459988.60, 4926645.34, 0.00, 1, 159, 910.173767
34191, 1459830.63, 4926525.53, 0.00, 0, 421, 622.031507
34192, 1459934.64, 4926623.56, 0.00, 1, 159, 833.186221
34193, 1459685.03, 4926323.49, 0.00, 0, 421, 784.253301
34194, 1459490.43, 4926512.50, 0.00, 0, 421, 752.602156
34195, 1473742.63, 4928296.02, 0.00, 3, 53, 1966.654940
34196, 1473642.91, 4928370.65, 0.00, 3, 53, 2030.943430
34197, 1473615.46, 4928449.73, 0.00, 3, 53, 1650.574570
34198, 1473499.64, 4928362.20, 0.00, 3, 53, 1528.742400
34199, 1473656.65, 4928499.04, 0.00, 3, 53, 1863.182800
34200, 1473270.95, 4928851.07, 0.00, 3, 53, 1512.346740
34201, 1473967.54, 4928289.35, 0.00, 3, 53, 1501.455620
34202, 1473761.99, 4928530.47, 0.00, 3, 53, 1554.874380
34203, 1474187.18, 4928505.77, 0.00, 3, 53, 1806.073910
34204, 1473931.69, 4928485.78, 0.00, 3, 53, 1727.412570
34205, 1473767.10, 4928413.83, 0.00, 3, 53, 1763.379090
34206, 1473858.94, 4928402.87, 0.00, 3, 53, 1694.656110
34207, 1474783.28, 4928454.61, 0.00, 3, 53, 1810.248930
34208, 1473395.52, 4928909.30, 0.00, 3, 53, 1639.306340
34209, 1474252.96, 4928257.35, 0.00, 3, 53, 1494.741080
34210, 1474082.53, 4928656.43, 0.00, 3, 53, 1773.373090
34211, 1474163.11, 4928354.96, 0.00, 3, 53, 1598.880530
34212, 1474042.53, 4928562.12, 0.00, 3, 53, 1694.326160
34213, 1473039.68, 4928387.69, 0.00, 3, 53, 1741.990890
34214, 1472809.77, 4928327.52, 0.00, 3, 53, 1918.634210
34215, 1473012.89, 4928504.76, 0.00, 3, 53, 2020.619960
34216, 1472921.97, 4928480.40, 0.00, 3, 53, 2060.360540
34217, 1472679.47, 4928437.92, 0.00, 3, 53, 1686.334520
34218, 1472743.56, 4928454.92, 0.00, 3, 53, 1797.551940
34219, 1473041.51, 4928578.60, 0.00, 3, 53, 1925.761370
34220, 1472899.94, 4928529.89, 0.00, 3, 53, 1891.191670
34221, 1472812.14, 4928393.24, 0.00, 3, 53, 1899.668190
34222, 1472730.32, 4928243.45, 0.00, 3, 53, 1818.651340
34223, 1472612.21, 4928496.76, 0.00, 3, 53, 1917.923670
34224, 1472739.06, 4928307.27, 0.00, 3, 53, 1621.182460
34225, 1472673.76, 4928220.52, 0.00, 3, 53, 1941.186400
34226, 1472679.86, 4928092.54, 0.00, 3, 53, 1850.825310
34227, 1472487.59, 4928716.17, 0.00, 3, 53, 1828.076380
34228, 1472392.94, 4929991.07, 0.00, 3, 53, 1861.970060
34229, 1472469.40, 4928290.06, 0.00, 3, 53, 1351.159040
34230, 1472608.47, 4928332.49, 0.00, 3, 53, 1885.615280
34231, 1472835.50, 4928548.38, 0.00, 3, 53, 1843.051450
34232, 1472665.50, 4928701.51, 0.00, 3, 53, 1547.990730
34233, 1472481.17, 4928591.26, 0.00, 3, 53, 1860.956910
34234, 1469115.15, 4928669.47, 0.00, 2, 307, 1278.227860
34235, 1472498.11, 4928359.40, 0.00, 3, 53, 1586.413640
34236, 1472550.61, 4928097.14, 0.00, 3, 53, 1695.422030
34237, 1472833.99, 4928630.90, 0.00, 3, 53, 2159.664730
34238, 1472769.87, 4928652.09, 0.00, 3, 53, 1990.292070
34239, 1472509.01, 4928996.21, 0.00, 3, 53, 1625.503500
34240, 1472617.92, 4928577.56, 0.00, 3, 53, 2008.902080
34241, 1472754.80, 4928721.06, 0.00, 3, 53, 1726.187830
34242, 1472676.63, 4928614.01, 0.00, 3, 53, 1986.572200
34243, 1472553.91, 4928468.36, 0.00, 3, 53, 1746.035640
34244, 1472497.54, 4928234.50, 0.00, 3, 53, 1432.058210
34245, 1472561.70, 4928618.77, 0.00, 3, 53, 1975.757870
34246, 1472390.81, 4928341.76, 0.00, 3, 53, 1963.907350
34247, 1472462.34, 4928181.01, 0.00, 3, 53, 1697.123790
34248, 1472655.14, 4928149.36, 0.00, 3, 53, 1598.913940
34249, 1472613.64, 4928260.85, 0.00, 3, 53, 1599.520710
34250, 1472591.81, 4928146.24, 0.00, 3, 53, 1545.335560
34251, 1472552.29, 4928386.03, 0.00, 3, 53, 1679.564330
34252, 1472328.28, 4928344.46, 0.00, 3, 53, 2197.323850
34253, 1472479.08, 4928521.66, 0.00, 3, 53, 1794.765460
34254, 1472451.58, 4928401.49, 0.00, 3, 53, 1503.875860
34255, 1472338.03, 4928228.50, 0.00, 3, 53, 1818.814470
34256, 1472198.32, 4927610.33, 0.00, 3, 53, 1682.783760
34257, 1472441.52, 4928026.84, 0.00, 3, 53, 1580.325430
34258, 1472491.76, 4927940.95, 0.00, 3, 53, 1918.248940
34259, 1472369.98, 4928011.79, 0.00, 3, 53, 1619.566400
34260, 1472542.25, 4927900.89, 0.00, 3, 53, 1993.202260
34261, 1472375.02, 4928185.72, 0.00, 3, 53, 1817.527350
34262, 1472439.48, 4928080.87, 0.00, 3, 53, 1796.671980
34263, 1472826.31, 4928964.84, 0.00, 3, 53, 1801.632670
34264, 1472729.04, 4928875.61, 0.00, 3, 53, 1640.398580
34265, 1472658.62, 4927978.35, 0.00, 3, 53, 1547.521120
34266, 1472518.81, 4927830.38, 0.00, 3, 53, 1732.975110
34267, 1472506.07, 4927998.37, 0.00, 3, 53, 1548.301690
34268, 1472623.21, 4927920.50, 0.00, 3, 53, 1869.129870
34269, 1472440.40, 4927826.62, 0.00, 3, 53, 2088.535560
34270, 1472530.31, 4927676.37, 0.00, 3, 53, 1600.480650
34271, 1472501.04, 4927484.81, 0.00, 3, 53, 1636.665580
34272, 1472744.66, 4927738.63, 0.00, 3, 53, 2156.370960
34273, 1472614.94, 4927558.83, 0.00, 3, 53, 1811.703770
34274, 1472807.49, 4927375.91, 0.00, 3, 53, 1615.639120
34275, 1472693.73, 4927653.46, 0.00, 3, 53, 2067.079360
34276, 1472760.63, 4927685.25, 0.00, 3, 53, 2154.179690
34277, 1472653.48, 4927104.70, 0.00, 3, 53, 1679.065620
34278, 1472909.39, 4927500.69, 0.00, 3, 53, 1550.279750
34279, 1472933.56, 4927403.01, 0.00, 3, 53, 1455.457350
34280, 1472762.70, 4927329.60, 0.00, 3, 53, 1850.284460
34281, 1472545.51, 4927604.35, 0.00, 3, 53, 2065.347260
34282, 1472670.15, 4927440.71, 0.00, 3, 53, 1792.844790
34283, 1462071.58, 4925873.84, 0.00, 0, 421, 527.377679
34284, 1462141.81, 4925670.67, 0.00, 0, 421, 493.960510
34285, 1461972.21, 4925963.99, 0.00, 0, 421, 578.930227
34286, 1461879.80, 4925780.58, 0.00, 0, 421, 504.936805
34287, 1462129.12, 4925854.76, 0.00, 0, 421, 491.173155
34288, 1461936.67, 4925819.36, 0.00, 0, 421, 625.303890
34289, 1463413.41, 4925118.58, 0.00, 0, 421, 491.843286
34290, 1463543.45, 4925112.00, 0.00, 0, 421, 694.984893
34291, 1463596.26, 4925076.71, 0.00, 0, 421, 630.208115
34292, 1463924.24, 4925071.13, 0.00, 0, 421, 534.464166
34293, 1463897.57, 4925252.34, 0.00, 0, 421, 537.202302
34294, 1464142.98, 4925302.98, 0.00, 0, 421, 589.000233
34295, 1463828.78, 4925456.38, 0.00, 0, 421, 502.549917
34296, 1463995.05, 4925527.02, 0.00, 0, 421, 349.060081
34297, 1463755.31, 4925574.65, 0.00, 0, 421, 533.431743
34298, 1463805.99, 4925502.97, 0.00, 0, 421, 523.290987
34299, 1463790.47, 4925401.16, 0.00, 0, 421, 582.894215
34300, 1463916.89, 4925359.65, 0.00, 0, 421, 494.759786
34301, 1463717.94, 4925422.69, 0.00, 0, 421, 592.816384
34302, 1463737.91, 4925260.42, 0.00, 0, 421, 542.071391
34303, 1464371.24, 4925203.52, 0.00, 0, 421, 693.131895
34304, 1463969.23, 4925464.48, 0.00, 0, 421, 471.630991
34305, 1464327.96, 4925117.12, 0.00, 0, 421, 639.778705
34306, 1465189.19, 4925370.32, 0.00, 1, 164, 982.734925
34307, 1463970.55, 4925327.11, 0.00, 0, 421, 468.477655
34308, 1464259.72, 4925759.31, 0.00, 0, 421, 520.759509
34309, 1464064.58, 4925257.53, 0.00, 0, 421, 553.669811
34310, 1464183.04, 4925351.05, 0.00, 0, 421, 600.051694
34311, 1464296.01, 4925382.63, 0.00, 0, 421, 530.389067
34312, 1464305.96, 4925449.92, 0.00, 0, 421, 545.199794
34313, 1464085.95, 4925512.21, 0.00, 0, 421, 559.233073
34314, 1464268.47, 4925564.85, 0.00, 0, 421, 571.066262
34315, 1464483.15, 4925552.63, 0.00, 0, 421, 641.385798
34316, 1464420.91, 4925853.31, 0.00, 0, 421, 610.730557
34317, 1464003.45, 4925158.48, 0.00, 0, 421, 444.272282
34318, 1464263.25, 4925126.42, 0.00, 0, 421, 707.720445
34319, 1464335.82, 4925273.86, 0.00, 0, 421, 628.186241
34320, 1464253.69, 4925502.00, 0.00, 0, 421, 515.708102
34321, 1464328.88, 4925577.42, 0.00, 0, 421, 524.508884
34322, 1464264.47, 4925682.32, 0.00, 0, 421, 489.798478
34323, 1464345.18, 4925839.55, 0.00, 0, 421, 633.873812
34324, 1464531.15, 4925692.43, 0.00, 0, 421, 682.047732
34325, 1464033.19, 4925351.06, 0.00, 0, 421, 472.320743
34326, 1464132.46, 4925137.20, 0.00, 0, 421, 637.512948
34327, 1463962.06, 4925258.14, 0.00, 0, 421, 534.955014
34328, 1464080.12, 4925310.78, 0.00, 0, 421, 584.454280
34329, 1464585.98, 4925384.27, 0.00, 0, 421, 675.153236
34330, 1464474.54, 4925808.45, 0.00, 0, 421, 827.366973
34331, 1464524.95, 4925382.42, 0.00, 0, 421, 592.986214
