# pid, centroid x, centroid y, centroid z, field, isovalue_min, isovalue_max, field_m_sigma, field_p_sigma, misclassification
920, 1474018.25, 4936388.81, 0.00, 906.563936, 1031.860000, 1444.920000, 1374.399210, 438.728662, 125.296064
960, 1467440.42, 4930156.08, 0.00, 1026.622090, 1031.860000, 1444.920000, 1392.820150, 660.424018, 5.237910
1031, 1473871.57, 4936184.02, 0.00, 967.705964, 1031.860000, 1444.920000, 1280.834500, 654.577423, 64.154036
1059, 1476017.37, 4936201.17, 0.00, 954.351464, 1031.860000, 1444.920000, 1233.194390, 675.508537, 77.508536
1105, 1467485.10, 4919633.28, 0.00, 1022.426440, 1031.860000, 1444.920000, 1310.045260, 734.807615, 9.433560
1153, 1466542.24, 4920231.85, 0.00, 1008.886910, 1031.860000, 1444.920000, 1275.205510, 742.568317, 22.973090
1154, 1476712.80, 4925304.19, 0.00, 1024.595070, 1031.860000, 1444.920000, 1366.238670, 682.951474, 7.264930
1231, 1475808.40, 4936216.98, 0.00, 994.871094, 1031.860000, 1444.920000, 1468.367020, 521.375164, 36.988906
1697, 1473643.71, 4922705.84, 0.00, 1463.556120, 1031.860000, 1444.920000, 1886.977790, 1040.134440, 18.636120
1701, 1475785.10, 4936234.00, 0.00, 996.647954, 1031.860000, 1444.920000, 1295.814870, 697.481034, 35.212046
1761, 1475821.19, 4936174.59, 0.00, 957.262277, 1031.860000, 1444.920000, 1352.978430, 561.546124, 74.597723
1803, 1478735.27, 4926196.51, 0.00, 1010.930090, 1031.860000, 1444.920000, 1313.084050, 708.776123, 20.929910
1835, 1478818.34, 4926118.26, 0.00, 968.359072, 1031.860000, 1444.920000, 1421.766130, 514.952016, 63.500928
1913, 1465903.88, 4920022.70, 0.00, 1023.672650, 1031.860000, 1444.920000, 1257.374520, 789.970776, 8.187350
1921, 1465834.27, 4920061.69, 0.00, 1003.146980, 1031.860000, 1444.920000, 1456.294500, 549.999463, 28.713020
1924, 1465595.56, 4920149.07, 0.00, 1025.410810, 1031.860000, 1444.920000, 1476.971020, 573.850590, 6.449190
1970, 1475972.41, 4936059.01, 0.00, 985.593949, 1031.860000, 1444.920000, 1363.487440, 607.700454, 46.266051
1990, 1477438.81, 4935726.30, 0.00, 1006.816530, 1031.860000, 1444.920000, 1277.794740, 735.838319, 25.043470
2021, 1475805.97, 4935921.26, 0.00, 1027.966030, 1031.860000, 1444.920000, 1499.288830, 556.643231, 3.893970
2042, 1465560.49, 4920115.51, 0.00, 1023.027420, 1031.860000, 1444.920000, 1217.518850, 828.535995, 8.832580
2044, 1466066.38, 4920067.36, 0.00, 887.922679, 1031.860000, 1444.920000, 1363.081400, 412.763955, 143.937321
2104, 1465645.01, 4920281.86, 0.00, 1014.391350, 1031.860000, 1444.920000, 1361.496460, 667.286232, 17.468650
2106, 1475863.32, 4936074.77, 0.00, 1015.733670, 1031.860000, 1444.920000, 1479.182790, 552.284547, 16.126330
2280, 1457798.33, 4927907.66, 0.00, 1009.531660, 1031.860000, 1444.920000, 1219.324360, 799.738966, 22.328340
2286, 1474335.99, 4936015.13, 0.00, 989.251284, 1031.860000, 1444.920000, 1340.710400, 637.792173, 42.608716
2304, 1478720.28, 4926266.16, 0.00, 904.834578, 1031.860000, 1444.920000, 1214.129250, 595.539910, 127.025422
2359, 1474144.78, 4935917.66, 0.00, 1013.392390, 1031.860000, 1444.920000, 1412.269590, 614.515196, 18.467610
2367, 1474136.03, 4936059.09, 0.00, 998.430978, 1031.860000, 1444.920000, 1229.670740, 767.191215, 33.429022
2383, 1474220.83, 4935920.19, 0.00, 1014.800540, 1031.860000, 1444.920000, 1439.288520, 590.312552, 17.059460
2397, 1467884.04, 4919811.31, 0.00, 950.888799, 1031.860000, 1444.920000, 1173.370070, 728.407530, 80.971201
2433, 1466127.47, 4929233.69, 0.00, 1010.284140, 1031.860000, 1444.920000, 1401.945710, 618.622573, 21.575860
2524, 1465647.60, 4920342.55, 0.00, 950.834834, 1031.860000, 1444.920000, 1294.534750, 607.134922, 81.025166
2575, 1466941.18, 4919888.96, 0.00, 912.673841, 1031.860000, 1444.920000, 1182.338970, 643.008715, 119.186159
2594, 1475343.52, 4936164.10, 0.00, 1027.496460, 1031.860000, 1444.920000, 1325.926460, 729.066464, 4.363540
2609, 1465839.83, 4920126.34, 0.00, 902.305558, 1031.860000, 1444.920000, 1240.064830, 564.546285, 129.554442
2655, 1466023.13, 4920032.78, 0.00, 949.916822, 1031.860000, 1444.920000, 1270.707870, 629.125776, 81.943178
2666, 1465698.60, 4920117.18, 0.00, 950.949390, 1031.860000, 1444.920000, 1246.629840, 655.268938, 80.910610
2668, 1474156.28, 4935797.44, 0.00, 1002.054710, 1031.860000, 1444.920000, 1486.179960, 517.929457, 29.805290
2684, 1473902.70, 4936447.38, 0.00, 1014.020910, 1031.860000, 1444.920000, 1706.637440, 321.404370, 17.839090
2688, 1465789.25, 4920172.39, 0.00, 888.941382, 1031.860000, 1444.920000, 1229.876850, 548.005914, 142.918618
2692, 1466384.07, 4930218.43, 0.00, 1457.479800, 1031.860000, 1444.920000, 1835.671960, 1079.287650, 12.559800
2702, 1474348.66, 4935973.19, 0.00, 893.521600, 1031.860000, 1444.920000, 1237.774390, 549.268809, 138.338400
2836, 1465718.98, 4920178.19, 0.00, 958.407906, 1031.860000, 1444.920000, 1350.813670, 566.002145, 73.452094
2850, 1478944.24, 4926249.30, 0.00, 988.772219, 1031.860000, 1444.920000, 1313.030950, 664.513483, 43.087781
2906, 1465560.76, 4920482.84, 0.00, 994.713359, 1031.860000, 1444.920000, 1462.362530, 527.064191, 37.146641
2911, 1465784.95, 4920039.85, 0.00, 925.971814, 1031.860000, 1444.920000, 1191.322140, 660.621486, 105.888186
3063, 1465923.44, 4920490.21, 0.00, 940.443544, 1031.860000, 1444.920000, 1254.260130, 626.626962, 91.416456
3085, 1468185.60, 4919837.00, 0.00, 1004.964550, 1031.860000, 1444.920000, 1346.527200, 663.401902, 26.895450
3175, 1475854.95, 4925512.94, 0.00, 1778.528300, 1031.860000, 1444.920000, 2415.995220, 1141.061380, 333.608300
3211, 1465983.55, 4920375.29, 0.00, 1014.566030, 1031.860000, 1444.920000, 1272.136560, 756.995491, 17.293970
3226, 1465640.82, 4920869.92, 0.00, 965.307474, 1031.860000, 1444.920000, 1274.034970, 656.579981, 66.552526
3242, 1466135.61, 4920030.10, 0.00, 980.068483, 1031.860000, 1444.920000, 1233.914320, 726.222647, 51.791517
3298, 1478436.59, 4926142.06, 0.00, 977.395867, 1031.860000, 1444.920000, 1280.809850, 673.981883, 54.464133
3423, 1466552.86, 4920468.47, 0.00, 846.199173, 1031.860000, 1444.920000, 1146.537110, 545.861241, 185.660827
3437, 1476042.79, 4936072.11, 0.00, 941.334405, 1031.860000, 1444.920000, 1282.908410, 599.760398, 90.525595
3505, 1466562.09, 4919825.54, 0.00, 1003.599790, 1031.860000, 1444.920000, 1387.296240, 619.903351, 28.260210
3607, 1474103.73, 4936344.11, 0.00, 850.765366, 1031.860000, 1444.920000, 1090.738550, 610.792185, 181.094634
3627, 1475268.22, 4936364.37, 0.00, 853.863209, 1031.860000, 1444.920000, 1183.478000, 524.248413, 177.996791
3928, 1466327.06, 4920327.80, 0.00, 972.680659, 1031.860000, 1444.920000, 1194.724270, 750.637045, 59.179341
3955, 1466451.04, 4920136.00, 0.00, 971.758445, 1031.860000, 1444.920000, 1266.038370, 677.478522, 60.101555
4223, 1473914.92, 4936328.27, 0.00, 940.279128, 1031.860000, 1444.920000, 1229.643120, 650.915138, 91.580872
4255, 1467067.64, 4919812.93, 0.00, 992.943572, 1031.860000, 1444.920000, 1594.465180, 391.421961, 38.916428
4268, 1466927.09, 4919825.66, 0.00, 975.347457, 1031.860000, 1444.920000, 1278.764650, 671.930269, 56.512543
4310, 1467447.01, 4919505.05, 0.00, 909.945546, 1031.860000, 1444.920000, 1173.012380, 646.878716, 121.914454
4321, 1474410.49, 4935648.45, 0.00, 1023.903220, 1031.860000, 1444.920000, 1472.331940, 575.474495, 7.956780
4377, 1478840.85, 4926241.28, 0.00, 1007.942290, 1031.860000, 1444.920000, 1312.975560, 702.909025, 23.917710
4414, 1477404.81, 4926044.20, 0.00, 1026.715880, 1031.860000, 1444.920000, 1382.030220, 671.401535, 5.144120
4501, 1466389.63, 4920022.86, 0.00, 914.739025, 1031.860000, 1444.920000, 1202.776550, 626.701501, 117.120975
4532, 1480013.58, 4926344.43, 0.00, 1740.142380, 1031.860000, 1444.920000, 2412.380100, 1067.904650, 295.222380
4762, 1467916.20, 4919665.65, 0.00, 1003.897260, 1031.860000, 1444.920000, 1367.972270, 639.822259, 27.962740
4781, 1478631.93, 4925969.71, 0.00, 992.998614, 1031.860000, 1444.920000, 1284.919050, 701.078179, 38.861386
4892, 1466987.03, 4919989.64, 0.00, 910.364021, 1031.860000, 1444.920000, 1310.678200, 510.049844, 121.495979
5157, 1465843.59, 4920370.23, 0.00, 983.933843, 1031.860000, 1444.920000, 1268.213450, 699.654234, 47.926157
5189, 1465807.75, 4920232.85, 0.00, 987.751180, 1031.860000, 1444.920000, 1443.934440, 531.567924, 44.108820
5247, 1466219.99, 4920354.87, 0.00, 974.863564, 1031.860000, 1444.920000, 1167.433410, 782.293722, 56.996436
5357, 1465718.23, 4920384.23, 0.00, 858.998349, 1031.860000, 1444.920000, 1151.396480, 566.600216, 172.861651
5412, 1478611.79, 4926239.57, 0.00, 1025.500520, 1031.860000, 1444.920000, 1313.854940, 737.146091, 6.359480
5420, 1465495.21, 4920199.11, 0.00, 1015.193040, 1031.860000, 1444.920000, 1338.885870, 691.500206, 16.666960
5485, 1466280.34, 4920224.31, 0.00, 869.870009, 1031.860000, 1444.920000, 1089.046680, 650.693333, 161.989991
5511, 1466280.57, 4920154.72, 0.00, 908.906770, 1031.860000, 1444.920000, 1191.746560, 626.066975, 122.953230
5524, 1466074.76, 4929313.48, 0.00, 993.503428, 1031.860000, 1444.920000, 1435.786650, 551.220206, 38.356572
5540, 1466028.48, 4929258.13, 0.00, 1015.985520, 1031.860000, 1444.920000, 1537.760270, 494.210772, 15.874480
5546, 1466142.78, 4929228.93, 0.00, 1022.458830, 1031.860000, 1444.920000, 1410.976980, 633.940682, 9.401170
5562, 1466134.13, 4929186.96, 0.00, 1008.080340, 1031.860000, 1444.920000, 1322.901290, 693.259380, 23.779660
5570, 1466188.97, 4929230.04, 0.00, 942.193766, 1031.860000, 1444.920000, 1237.861190, 646.526339, 89.666234
5573, 1473565.80, 4922945.19, 0.00, 1681.714260, 1031.860000, 1444.920000, 2327.732760, 1035.695750, 236.794260
5621, 1466181.60, 4930135.58, 0.00, 1023.453460, 1031.860000, 1444.920000, 1632.891770, 414.015159, 8.406540
5622, 1466176.66, 4930126.77, 0.00, 1003.711790, 1031.860000, 1444.920000, 1324.236590, 683.186983, 28.148210
5649, 1467197.17, 4919714.55, 0.00, 1010.492190, 1031.860000, 1444.920000, 1257.880660, 763.103722, 21.367810
5651, 1467522.68, 4919591.25, 0.00, 946.107147, 1031.860000, 1444.920000, 1173.406730, 718.807567, 85.752853
5671, 1468047.00, 4919708.86, 0.00, 985.193821, 1031.860000, 1444.920000, 1280.577050, 689.810590, 46.666179
5688, 1475743.71, 4936275.17, 0.00, 867.529382, 1031.860000, 1444.920000, 1217.377420, 517.681339, 164.330618
5693, 1476583.96, 4926094.68, 0.00, 971.458390, 1031.860000, 1444.920000, 1331.591560, 611.325223, 60.401610
5705, 1466275.90, 4920017.50, 0.00, 1011.693870, 1031.860000, 1444.920000, 1317.436850, 705.950893, 20.166130
5722, 1467098.02, 4919620.00, 0.00, 860.690158, 1031.860000, 1444.920000, 1223.618340, 497.761976, 171.169842
5725, 1466330.84, 4920254.58, 0.00, 878.668533, 1031.860000, 1444.920000, 1141.532090, 615.804979, 153.191467
5738, 1468603.42, 4920418.36, 0.00, 1517.994830, 1031.860000, 1444.920000, 1901.993560, 1133.996100, 73.074830
5766, 1466139.58, 4919967.03, 0.00, 984.823646, 1031.860000, 1444.920000, 1316.939570, 652.707726, 47.036354
5829, 1478786.61, 4935095.41, 0.00, 1682.662930, 1031.860000, 1444.920000, 2315.344020, 1049.981850, 237.742930
5830, 1466249.35, 4929107.49, 0.00, 954.778459, 1031.860000, 1444.920000, 1433.667950, 475.888971, 77.081541
5833, 1466251.46, 4929125.85, 0.00, 985.994230, 1031.860000, 1444.920000, 1289.859650, 682.128807, 45.865770
5834, 1478366.90, 4926890.09, 0.00, 1010.132410, 1031.860000, 1444.920000, 1321.912460, 698.352352, 21.727590
5835, 1466251.88, 4929104.14, 0.00, 994.277354, 1031.860000, 1444.920000, 1457.534010, 531.020696, 37.582646
5861, 1466237.34, 4929253.76, 0.00, 936.168407, 1031.860000, 1444.920000, 1242.531870, 629.804943, 95.691593
5865, 1466186.83, 4929182.82, 0.00, 1008.685400, 1031.860000, 1444.920000, 1416.624750, 600.746057, 23.174600
5879, 1466175.58, 4929184.18, 0.00, 911.304114, 1031.860000, 1444.920000, 1306.471660, 516.136571, 120.555886
5880, 1466193.45, 4929514.42, 0.00, 945.606563, 1031.860000, 1444.920000, 1349.592160, 541.620968, 86.253437
5882, 1466208.43, 4929526.86, 0.00, 998.469673, 1031.860000, 1444.920000, 1337.854310, 659.085038, 33.390327
5894, 1466627.42, 4929455.42, 0.00, 956.545631, 1031.860000, 1444.920000, 1349.180480, 563.910786, 75.314369
5946, 1466444.69, 4929071.05, 0.00, 940.584080, 1031.860000, 1444.920000, 1318.187440, 562.980720, 91.275920
5952, 1476987.27, 4936439.40, 0.00, 1013.139780, 1031.860000, 1444.920000, 1370.775910, 655.503647, 18.720220
5953, 1466402.88, 4929093.29, 0.00, 960.005475, 1031.860000, 1444.920000, 1350.045140, 569.965806, 71.854525
5969, 1466713.36, 4929897.29, 0.00, 971.043493, 1031.860000, 1444.920000, 1349.035400, 593.051589, 60.816507
5970, 1466591.24, 4929779.71, 0.00, 1010.211730, 1031.860000, 1444.920000, 1292.506980, 727.916478, 21.648270
5976, 1466744.43, 4930096.30, 0.00, 1023.676320, 1031.860000, 1444.920000, 1463.795590, 583.557053, 8.183680
5982, 1467041.32, 4929928.22, 0.00, 991.499413, 1031.860000, 1444.920000, 1366.546360, 616.452470, 40.360587
5984, 1466264.21, 4929557.65, 0.00, 994.757035, 1031.860000, 1444.920000, 1329.761030, 659.753036, 37.102965
5986, 1466760.09, 4930105.52, 0.00, 904.155935, 1031.860000, 1444.920000, 1298.790360, 509.521506, 127.704065
6019, 1471838.96, 4920912.11, 0.00, 1027.573550, 1031.860000, 1444.920000, 1346.931910, 708.215197, 4.286450
6041, 1472653.53, 4921412.14, 0.00, 985.244580, 1031.860000, 1444.920000, 1296.893470, 673.595694, 46.615420
6051, 1472760.47, 4921477.39, 0.00, 994.649321, 1031.860000, 1444.920000, 1272.735500, 716.563146, 37.210679
6063, 1473204.59, 4921756.37, 0.00, 989.720623, 1031.860000, 1444.920000, 1316.019300, 663.421947, 42.139377
6087, 1473529.08, 4923477.39, 0.00, 1595.897420, 1031.860000, 1444.920000, 2148.183510, 1043.611330, 150.977420
6094, 1473579.29, 4923116.87, 0.00, 1494.494320, 1031.860000, 1444.920000, 1956.860380, 1032.128260, 49.574320
6128, 1477406.65, 4935842.75, 0.00, 919.301150, 1031.860000, 1444.920000, 1311.699350, 526.902947, 112.558850
6143, 1466695.78, 4920428.80, 0.00, 1014.853980, 1031.860000, 1444.920000, 1414.799200, 614.908751, 17.006020
6160, 1467127.61, 4919719.59, 0.00, 956.356363, 1031.860000, 1444.920000, 1321.041950, 591.670781, 75.503637
6188, 1476647.40, 4925408.38, 0.00, 1024.010680, 1031.860000, 1444.920000, 1397.313290, 650.708069, 7.849320
6254, 1477275.52, 4926009.44, 0.00, 1602.373680, 1031.860000, 1444.920000, 2153.286370, 1051.460990, 157.453680
6275, 1467505.60, 4919531.47, 0.00, 1024.585230, 1031.860000, 1444.920000, 1290.194720, 758.975734, 7.274770
6289, 1479289.90, 4925981.83, 0.00, 947.907367, 1031.860000, 1444.920000, 1301.894400, 593.920335, 83.952633
6303, 1477853.88, 4926126.65, 0.00, 1447.791430, 1031.860000, 1444.920000, 1834.327780, 1061.255080, 2.871430
6306, 1477938.35, 4926214.63, 0.00, 995.916155, 1031.860000, 1444.920000, 1260.423540, 731.408771, 35.943845
6333, 1478322.78, 4926068.43, 0.00, 947.630750, 1031.860000, 1444.920000, 1351.620710, 543.640794, 84.229250
6345, 1480080.43, 4926175.94, 0.00, 1548.132930, 1031.860000, 1444.920000, 2039.025140, 1057.240720, 103.212930
6346, 1478746.60, 4926587.02, 0.00, 1003.320280, 1031.860000, 1444.920000, 1523.040570, 483.599981, 28.539720
6386, 1466740.24, 4930042.69, 0.00, 978.611441, 1031.860000, 1444.920000, 1320.852700, 636.370185, 53.248559
6455, 1467194.44, 4930222.90, 0.00, 1461.688990, 1031.860000, 1444.920000, 1802.659610, 1120.718360, 16.768990
6526, 1479132.59, 4925973.47, 0.00, 997.659359, 1031.860000, 1444.920000, 1538.708900, 456.609815, 34.200641
6569, 1478737.90, 4926520.74, 0.00, 968.491186, 1031.860000, 1444.920000, 1267.644680, 669.337687, 63.368814
6581, 1478763.65, 4926318.15, 0.00, 987.429320, 1031.860000, 1444.920000, 1436.690330, 538.168314, 44.430680
6877, 1472234.14, 4921418.27, 0.00, 994.505450, 1031.860000, 1444.920000, 1299.409330, 689.601565, 37.354550
6902, 1478984.57, 4934714.99, 0.00, 1523.913550, 1031.860000, 1444.920000, 1953.548940, 1094.278160, 78.993550
7047, 1465959.08, 4920310.38, 0.00, 945.088363, 1031.860000, 1444.920000, 1191.099820, 699.076902, 86.771637
7080, 1465763.07, 4920279.90, 0.00, 996.999409, 1031.860000, 1444.920000, 1500.207940, 493.790875, 34.860591
7237, 1477385.98, 4935786.56, 0.00, 1008.945290, 1031.860000, 1444.920000, 1365.368190, 652.522397, 22.914710
7308, 1467593.94, 4919620.85, 0.00, 955.569031, 1031.860000, 1444.920000, 1169.188910, 741.949154, 76.290969
7321, 1466884.68, 4920657.89, 0.00, 1004.261000, 1031.860000, 1444.920000, 1393.958610, 614.563383, 27.599000
7345, 1466825.31, 4920458.30, 0.00, 1029.548980, 1031.860000, 1444.920000, 1520.439280, 538.658669, 2.311020
7387, 1477583.82, 4935856.08, 0.00, 954.041449, 1031.860000, 1444.920000, 1382.392950, 525.689945, 77.818551
7983, 1465397.06, 4920766.93, 0.00, 900.551239, 1031.860000, 1444.920000, 1255.098350, 546.004129, 131.308761
8009, 1475503.37, 4935896.20, 0.00, 915.125128, 1031.860000, 1444.920000, 1411.450110, 418.800150, 116.734872
8016, 1465421.70, 4920557.05, 0.00, 1019.539870, 1031.860000, 1444.920000, 1198.759050, 840.320693, 12.320130
8042, 1473215.27, 4923114.70, 0.00, 1024.968390, 1031.860000, 1444.920000, 1386.196520, 663.740262, 6.891610
8173, 1478500.98, 4935285.86, 0.00, 981.632229, 1031.860000, 1444.920000, 1310.535280, 652.729182, 50.227771
8327, 1465586.88, 4920378.82, 0.00, 887.650658, 1031.860000, 1444.920000, 1267.388610, 507.912707, 144.209342
8393, 1465695.19, 4920433.80, 0.00, 948.588439, 1031.860000, 1444.920000, 1212.944530, 684.232352, 83.271561
8445, 1473567.51, 4936087.25, 0.00, 1611.516730, 1031.860000, 1444.920000, 2139.307100, 1083.726360, 166.596730
8455, 1473506.18, 4936092.54, 0.00, 1544.288980, 1031.860000, 1444.920000, 2055.806340, 1032.771620, 99.368980
8473, 1478674.05, 4926502.63, 0.00, 874.732921, 1031.860000, 1444.920000, 1208.359040, 541.106800, 157.127079
8686, 1477203.20, 4936309.03, 0.00, 1003.604150, 1031.860000, 1444.920000, 1431.818270, 575.390018, 28.255850
8732, 1467275.99, 4919802.88, 0.00, 1029.450230, 1031.860000, 1444.920000, 1267.750060, 791.150396, 2.409770
8792, 1467336.92, 4919712.20, 0.00, 934.871076, 1031.860000, 1444.920000, 1277.671930, 592.070223, 96.988924
8899, 1466506.48, 4919825.48, 0.00, 1030.206680, 1031.860000, 1444.920000, 1245.021030, 815.392333, 1.653320
8909, 1478048.87, 4926179.90, 0.00, 1024.441420, 1031.860000, 1444.920000, 1338.626210, 710.256626, 7.418580
9003, 1466330.59, 4920051.50, 0.00, 917.647000, 1031.860000, 1444.920000, 1185.359090, 649.934905, 114.213000
9555, 1467112.76, 4919789.78, 0.00, 1014.563760, 1031.860000, 1444.920000, 1473.514510, 555.613008, 17.296240
9664, 1479044.07, 4926656.07, 0.00, 1019.927230, 1031.860000, 1444.920000, 1292.427060, 747.427399, 11.932770
9709, 1466202.55, 4929519.91, 0.00, 982.151460, 1031.860000, 1444.920000, 1498.268530, 466.034391, 49.708540
9857, 1478003.17, 4935601.81, 0.00, 1003.450310, 1031.860000, 1444.920000, 1270.529910, 736.370708, 28.409690
9922, 1474644.14, 4935831.15, 0.00, 1007.859910, 1031.860000, 1444.920000, 1234.367810, 781.352005, 24.000090
9968, 1478728.60, 4935306.46, 0.00, 1659.562310, 1031.860000, 1444.920000, 2272.540780, 1046.583830, 214.642310
9976, 1478753.43, 4935262.82, 0.00, 1575.516730, 1031.860000, 1444.920000, 2083.686390, 1067.347070, 130.596730
10093, 1474355.18, 4936164.70, 0.00, 1007.123910, 1031.860000, 1444.920000, 1317.843460, 696.404359, 24.736090
10106, 1474259.04, 4936163.63, 0.00, 1476.124970, 1031.860000, 1444.920000, 1885.262620, 1066.987330, 31.204970
10123, 1474367.67, 4936129.05, 0.00, 896.556914, 1031.860000, 1444.920000, 1289.124310, 503.989518, 135.303086
10137, 1474565.49, 4935952.24, 0.00, 1024.269740, 1031.860000, 1444.920000, 1405.784870, 642.754610, 7.590260
10154, 1478156.19, 4936010.77, 0.00, 935.888905, 1031.860000, 1444.920000, 1239.510440, 632.267366, 95.971095
10188, 1475276.99, 4936199.80, 0.00, 966.910247, 1031.860000, 1444.920000, 1159.405490, 774.415007, 64.949753
10244, 1466499.25, 4930135.97, 0.00, 872.910720, 1031.860000, 1444.920000, 1197.766210, 548.055229, 158.949280
10276, 1472835.97, 4922929.60, 0.00, 1010.029790, 1031.860000, 1444.920000, 1432.232590, 587.826976, 21.830210
10325, 1475735.43, 4936282.21, 0.00, 1029.910650, 1031.860000, 1444.920000, 1628.233220, 431.588070, 1.949350
10352, 1466677.87, 4920495.57, 0.00, 1026.066810, 1031.860000, 1444.920000, 1415.416430, 636.717178, 5.793190
10362, 1475701.18, 4935911.89, 0.00, 1025.053200, 1031.860000, 1444.920000, 1378.737460, 671.368946, 6.806800
10419, 1479009.50, 4934492.75, 0.00, 1618.544300, 1031.860000, 1444.920000, 2067.335850, 1169.752750, 173.624300
10432, 1479001.19, 4934661.18, 0.00, 1501.506730, 1031.860000, 1444.920000, 1897.246800, 1105.766650, 56.586730
10453, 1465932.54, 4920426.37, 0.00, 983.823797, 1031.860000, 1444.920000, 1401.037690, 566.609908, 48.036203
10461, 1478906.81, 4934880.07, 0.00, 1706.771140, 1031.860000, 1444.920000, 2329.674440, 1083.867830, 261.851140
10462, 1469183.05, 4921078.21, 0.00, 1584.154620, 1031.860000, 1444.920000, 2102.123490, 1066.185760, 139.234620
10478, 1465855.33, 4920487.41, 0.00, 891.983204, 1031.860000, 1444.920000, 1155.916470, 628.049941, 139.876796
10500, 1479293.85, 4933947.24, 0.00, 1704.646330, 1031.860000, 1444.920000, 2284.054970, 1125.237680, 259.726330
10550, 1479268.67, 4934012.64, 0.00, 1789.685880, 1031.860000, 1444.920000, 2319.313390, 1260.058370, 344.765880
10554, 1479180.57, 4934099.97, 0.00, 1475.828170, 1031.860000, 1444.920000, 1858.742770, 1092.913570, 30.908170
10582, 1466659.68, 4920046.75, 0.00, 1011.605690, 1031.860000, 1444.920000, 1324.283360, 698.928020, 20.254310
10583, 1466712.66, 4920208.53, 0.00, 977.696040, 1031.860000, 1444.920000, 1195.727590, 759.664490, 54.163960
10613, 1467018.45, 4919674.83, 0.00, 972.133901, 1031.860000, 1444.920000, 1311.952930, 632.314868, 59.726099
10614, 1473946.30, 4936386.11, 0.00, 965.056719, 1031.860000, 1444.920000, 1340.616840, 589.496595, 66.803281
10652, 1474015.05, 4936440.86, 0.00, 1028.357460, 1031.860000, 1444.920000, 1676.951270, 379.763646, 3.502540
10653, 1473996.05, 4936403.10, 0.00, 976.846400, 1031.860000, 1444.920000, 1402.249450, 551.443347, 55.013600
10674, 1474120.14, 4936337.58, 0.00, 925.806693, 1031.860000, 1444.920000, 1202.008070, 649.605321, 106.053307
10676, 1474274.48, 4936298.43, 0.00, 942.069178, 1031.860000, 1444.920000, 1305.648410, 578.489949, 89.790822
10677, 1474270.71, 4936297.54, 0.00, 784.330606, 1031.860000, 1444.920000, 1253.759880, 314.901332, 247.529394
10682, 1474274.50, 4936239.07, 0.00, 1023.302870, 1031.860000, 1444.920000, 1494.802990, 551.802755, 8.557130
10688, 1475248.81, 4936227.88, 0.00, 973.122659, 1031.860000, 1444.920000, 1458.362620, 487.882697, 58.737341
10693, 1474269.73, 4936285.21, 0.00, 982.336529, 1031.860000, 1444.920000, 1262.889980, 701.783077, 49.523471
10715, 1474111.74, 4936393.50, 0.00, 913.548593, 1031.860000, 1444.920000, 1200.387350, 626.709836, 118.311407
10719, 1474090.70, 4936355.67, 0.00, 966.331748, 1031.860000, 1444.920000, 1253.702010, 678.961483, 65.528252
10727, 1474221.02, 4936354.25, 0.00, 1026.894520, 1031.860000, 1444.920000, 1598.601100, 455.187945, 4.965480
10738, 1475268.79, 4936422.40, 0.00, 1020.580310, 1031.860000, 1444.920000, 1314.749760, 726.410852, 11.279690
10739, 1475265.73, 4936398.55, 0.00, 876.910498, 1031.860000, 1444.920000, 1143.771170, 610.049829, 154.949502
10744, 1475306.06, 4936314.46, 0.00, 1022.710780, 1031.860000, 1444.920000, 1488.621280, 556.800272, 9.149220
10748, 1475374.56, 4936321.19, 0.00, 968.127525, 1031.860000, 1444.920000, 1417.021850, 519.233199, 63.732475
10771, 1477732.95, 4935989.37, 0.00, 1466.349230, 1031.860000, 1444.920000, 1858.775400, 1073.923060, 21.429230
10792, 1473491.70, 4936348.07, 0.00, 1015.796750, 1031.860000, 1444.920000, 1411.190420, 620.403082, 16.063250
10841, 1473861.77, 4936465.76, 0.00, 928.596223, 1031.860000, 1444.920000, 1215.330900, 641.861541, 103.263777
10844, 1473890.10, 4936451.74, 0.00, 1019.707740, 1031.860000, 1444.920000, 1457.940610, 581.474875, 12.152260
10851, 1473903.15, 4936488.45, 0.00, 1022.543560, 1031.860000, 1444.920000, 1361.340950, 683.746164, 9.316440
10862, 1475272.77, 4936479.62, 0.00, 1000.584730, 1031.860000, 1444.920000, 1430.750690, 570.418775, 31.275270
10865, 1475250.09, 4936473.52, 0.00, 1009.064970, 1031.860000, 1444.920000, 1389.359480, 628.770455, 22.795030
10871, 1475256.31, 4936489.86, 0.00, 994.447189, 1031.860000, 1444.920000, 1314.618110, 674.276273, 37.412811
10882, 1473796.61, 4936526.57, 0.00, 989.648836, 1031.860000, 1444.920000, 1484.506420, 494.791247, 42.211164
10887, 1473782.16, 4936531.81, 0.00, 973.482952, 1031.860000, 1444.920000, 1389.535750, 557.430157, 58.377048
10892, 1473782.17, 4936553.16, 0.00, 1022.971590, 1031.860000, 1444.920000, 1470.113240, 575.829945, 8.888410
10893, 1473789.58, 4936552.53, 0.00, 904.492554, 1031.860000, 1444.920000, 1268.119140, 540.865967, 127.367446
10903, 1475375.01, 4936531.16, 0.00, 912.058841, 1031.860000, 1444.920000, 1262.395910, 561.721775, 119.801159
10906, 1475403.06, 4936532.27, 0.00, 1020.170700, 1031.860000, 1444.920000, 1458.107250, 582.234140, 11.689300
